"IndID","weeks_date","status","sex","birth_date","birth_year","last_date","death_year","death_month","season","hs_8km_natal","hs_8km_final","nterr_buffer50_first","area_buffer50_first","nterr_dens_buffer50_first","nterr_buffer50_last","area_buffer50_last","nterr_dens_buffer50_last"
154,116,0,"m",2019-05-01,2019,2021-07-24,2021,7,"Summer",0.378715698242187,0.359333282470703,22,7850.39343644169,22.0100555910173,16,7850.39343644167,16.0073131571035
155,118,0,"f",2019-05-01,2019,2021-08-04,2021,8,"Summer",0.378715698242187,0.38156005859375,22,7850.39343644169,22.0100555910173,22,7850.39343644163,22.0100555910174
156,45,1,"f",2018-05-01,2018,2019-03-12,2018,3,"Winter",0.384158111572266,0.387523254394531,11,7850.39343644168,11.0050277955086,11,7850.39343644172,11.0050277955086
157,85,1,"f",2019-05-01,2019,2020-12-18,2020,12,"Winter",0.349135620117188,0.309724487304687,13,7850.39343644155,13.0059419401468,13,7850.39343644144,13.005941940147
158,48,1,"f",2019-05-01,2019,2020-04-04,2019,4,"Winter",0.243683486938477,0.243683486938477,16,7850.39343644159,16.0073131571037,16,7850.39343644159,16.0073131571037
159,48,0,"f",2020-05-01,2020,2021-04-04,2020,4,"Winter",0.3406435546875,0.366653594970703,20,7850.39343644152,20.0091414463798,20,7850.39343644169,20.0091414463793
160,250,0,"m",2016-05-01,2016,2021-02-16,2020,2,"Winter",0.480482727050781,0.485895965576172,7,7850.3934364417,7.00319950623276,8,7525.12135151344,8.34961326692217
161,42,1,"f",2019-05-01,2019,2020-02-19,2019,2,"Winter",0.375013122558594,0.375013122558594,16,7850.39343644151,16.0073131571038,16,7850.39343644151,16.0073131571038
162,49,1,"f",2019-05-01,2019,2020-04-08,2019,4,"Winter",0.349135620117188,0.157991653442383,13,7850.39343644155,13.0059419401468,4,6134.79497059158,5.12094156145344
163,96,1,"f",2018-05-01,2018,2020-03-09,2019,3,"Winter",0.337049560546875,0.173869277954102,17,7850.39343644156,17.0077702294227,13,7850.39343644169,13.0059419401466
164,71,1,"f",2018-05-01,2018,2019-09-12,2019,9,"Summer",0.291335083007813,0.291904418945312,16,7850.39343644163,16.0073131571036,19,7850.39343644144,19.008684374061
165,84,0,"f",2019-05-01,2019,2020-12-10,2020,12,"Winter",0.448219970703125,0.398225036621094,20,7850.39343644164,20.0091414463795,20,7850.39343644165,20.0091414463794
166,80,0,"m",2019-05-01,2019,2020-11-12,2020,11,"Winter",0.448219970703125,0.313427215576172,20,7850.39343644164,20.0091414463795,19,7850.39343644149,19.0086843740609
167,108,0,"m",2019-05-01,2019,2021-05-29,2021,5,"Summer",0.448219970703125,0.248875961303711,20,7850.39343644164,20.0091414463795,16,7850.39343644157,16.0073131571037
168,57,1,"m",2019-05-01,2019,2020-06-07,2020,6,"Summer",0.459847900390625,0.181407638549805,16,7850.39343644152,16.0073131571038,12,7850.39343644171,12.0054848678276
169,177,0,"f",2018-05-01,2018,2021-09-23,2021,9,"Summer",0.291335083007813,0.259296783447266,16,7850.39343644163,16.0073131571036,8,7850.39343644155,8.00365657855187
170,13,1,"m",2020-05-01,2020,2020-08-01,2020,8,"Summer",0.233868179321289,0.23533544921875,6,7416.22355455806,6.35416252721835,5,7404.54593531596,5.30348633298021
171,15,1,"f",2020-05-01,2020,2020-08-14,2020,8,"Summer",0.23336669921875,0.233319763183594,6,7850.39343644163,6.00274243391384,6,7850.39343644168,6.0027424339138
172,21,1,"f",2020-05-01,2020,2020-09-30,2020,9,"Summer",0.291067901611328,0.193372436523437,20,7850.39343644177,20.0091414463791,14,7850.39343644143,14.006399012466
173,22,1,"m",2020-05-01,2020,2020-10-08,2020,10,"Summer",0.291067901611328,0.260980651855469,20,7850.39343644177,20.0091414463791,18,7850.39343644155,18.0082273017417
174,31,1,"m",2020-05-01,2020,2020-12-07,2020,12,"Winter",0.413840728759766,0.471027282714844,20,7850.39343644156,20.0091414463796,20,7850.39343644156,20.0091414463797
175,31,0,"m",2020-05-01,2020,2020-12-09,2020,12,"Winter",0.185672256469727,0.173844802856445,14,7850.39343644168,14.0063990124655,14,7850.39343644154,14.0063990124658
176,126,0,"f",2019-05-01,2019,2021-10-04,2021,10,"Summer",0.348017395019531,0.371951477050781,14,7850.3934364416,14.0063990124657,15,7850.39343644171,15.0068560847845
177,77,0,"f",2019-05-01,2019,2020-10-25,2020,10,"Summer",0.348017395019531,0.348161865234375,14,7850.3934364416,14.0063990124657,17,7850.39343644152,17.0077702294228
178,26,1,"f",2020-05-01,2020,2020-11-05,2020,11,"Winter",0.548160095214844,0.537989379882812,22,7850.39343644156,22.0100555910176,21,7850.39343644165,21.0095985186984
179,27,1,"f",2020-05-01,2020,2020-11-10,2020,11,"Winter",0.338974761962891,0.338737060546875,19,7850.39343644155,19.0086843740607,19,7850.3934364416,19.0086843740606
180,47,0,"f",2020-05-01,2020,2021-03-28,2020,3,"Winter",0.277809753417969,0.241840698242188,3,5711.72739132083,4.12518723105144,3,7042.54178182758,3.34565922813865
181,16,0,"m",2020-05-01,2020,2020-08-23,2020,8,"Summer",0.277809753417969,0.278392272949219,3,5711.72739132083,4.12518723105144,3,5648.02042572129,4.17171736749065
182,52,0,"m",2020-05-01,2020,2021-05-05,2021,5,"Summer",0.277809753417969,0.273372314453125,3,5711.72739132083,4.12518723105144,3,6030.49046897573,3.90713575009189
183,101,0,"m",2020-05-01,2020,2022-04-09,2021,4,"Winter",0.338974761962891,0.340937225341797,19,7850.39343644155,19.0086843740607,20,7850.39343644158,20.0091414463796
184,41,0,"m",2020-05-01,2020,2021-02-16,2020,2,"Winter",0.338974761962891,0.340343963623047,19,7850.39343644155,19.0086843740607,18,7850.39343644171,18.0082273017414
185,33,0,"f",2020-05-01,2020,2020-12-22,2020,12,"Winter",0.277809753417969,0.200682495117187,3,5711.72739132083,4.12518723105144,3,4898.71508986693,4.80982144698754
186,35,0,"m",2020-05-01,2020,2021-01-04,2020,1,"Winter",0.277809753417969,0.277821472167969,3,5711.72739132083,4.12518723105144,3,5726.43587394931,4.11459159249672
187,26,1,"f",2020-05-01,2020,2020-11-05,2020,11,"Winter",0.276771820068359,0.290268310546875,23,7850.3934364416,23.0105126633365,23,7850.39343644156,23.0105126633366
188,37,0,"m",2020-05-01,2020,2021-01-16,2020,1,"Winter",0.23336669921875,0.267981903076172,6,7850.39343644163,6.00274243391384,5,7850.39343644154,5.00228536159493
189,40,1,"f",2020-05-01,2020,2021-02-11,2020,2,"Winter",0.250444717407227,0.224025360107422,4,7093.10245081333,4.42908117481027,6,7693.05164361833,6.12551325363036
190,87,1,"f",2019-05-01,2019,2021-01-01,2020,1,"Winter",0.304322784423828,0.263509124755859,21,7850.39343644156,21.0095985186986,19,7850.39343644166,19.0086843740604
191,80,0,"m",2020-05-01,2020,2021-11-15,2021,11,"Winter",0.304322784423828,0.272351043701172,21,7850.39343644156,21.0095985186986,19,7850.39343644165,19.0086843740605
192,49,1,"m",2019-05-01,2019,2020-04-10,2019,4,"Winter",0.291335083007813,0.166747924804688,18,7850.39343644163,18.0082273017415,20,7850.39343644159,20.0091414463796
193,31,1,"f",2020-05-01,2020,2020-12-04,2020,12,"Winter",0.233868179321289,0.256301574707031,6,7416.22355455806,6.35416252721835,6,7406.22831347867,6.36273792938379
194,24,1,"m",2020-05-01,2020,2020-10-20,2020,10,"Summer",0.276771820068359,0.289756866455078,23,7850.3934364416,23.0105126633365,23,7850.3934364416,23.0105126633365
195,26,1,"m",2020-05-01,2020,2020-10-30,2020,10,"Summer",0.440198120117188,0.380470642089844,17,7850.39343644151,17.0077702294228,14,7850.39343644164,14.0063990124656
196,34,1,"m",2020-05-01,2020,2020-12-28,2020,12,"Winter",0.276771820068359,0.271466674804688,23,7850.3934364416,23.0105126633365,23,7850.3934364415,23.0105126633368
197,35,1,"m",2020-05-01,2020,2021-01-01,2020,1,"Winter",0.31151611328125,0.31151611328125,16,7850.39343644159,16.0073131571037,16,7850.39343644159,16.0073131571037
198,41,1,"f",2020-05-01,2020,2021-02-12,2020,2,"Winter",0.304322784423828,0.322129119873047,21,7850.39343644156,21.0095985186986,20,7850.39343644161,20.0091414463795
199,43,1,"f",2020-05-01,2020,2021-02-26,2020,2,"Winter",0.304322784423828,0.283724151611328,21,7850.39343644156,21.0095985186986,23,7850.39343644153,23.0105126633367
200,37,1,"m",2020-05-01,2020,2021-01-16,2020,1,"Winter",0.3406435546875,0.283098724365234,20,7850.39343644152,20.0091414463798,20,7850.39343644143,20.00914144638
201,45,0,"m",2020-05-01,2020,2021-03-15,2020,3,"Winter",0.380667633056641,0.185384307861328,16,7850.39343644153,16.0073131571038,21,7850.39343644159,21.0095985186986
202,97,1,"m",2019-05-01,2019,2021-03-13,2020,3,"Winter",0.289776550292969,0.160827117919922,5,7273.37998052396,5.39912781609459,11,7850.39343644155,11.0050277955088
203,36,0,"m",2020-05-01,2020,2021-01-10,2020,1,"Winter",0.3406435546875,0.349140380859375,20,7850.39343644152,20.0091414463798,20,7850.39343644162,20.0091414463795
204,36,0,"m",2020-05-01,2020,2021-01-10,2020,1,"Winter",0.3406435546875,0.334616729736328,20,7850.39343644152,20.0091414463798,20,7850.3934364416,20.0091414463796
205,101,1,"f",2019-05-01,2019,2021-04-07,2020,4,"Winter",0.349135620117188,0.203789169311523,13,7850.39343644155,13.0059419401468,13,7850.39343644134,13.0059419401471
206,47,1,"m",2020-05-01,2020,2021-03-31,2020,3,"Winter",0.343403533935547,0.343403533935547,21,7850.39343644171,21.0095985186983,21,7850.39343644171,21.0095985186983
207,47,1,"m",2020-05-01,2020,2021-03-31,2020,3,"Winter",0.136040939331055,0.136040939331055,12,7850.39343644167,12.0054848678276,12,7850.39343644167,12.0054848678276
208,50,1,"f",2020-05-01,2020,2021-04-22,2020,4,"Winter",0.185672256469727,0.195763687133789,14,7850.39343644168,14.0063990124655,14,7850.39343644182,14.0063990124653
209,47,0,"f",2020-05-01,2020,2021-04-01,2020,4,"Winter",0.448219970703125,0.236257080078125,20,7850.39343644164,20.0091414463795,5,7711.995431233,5.09205542457044
210,96,0,"f",2020-05-01,2020,2022-03-06,2021,3,"Winter",0.448219970703125,0.454041381835938,20,7850.39343644164,20.0091414463795,20,7850.39343644173,20.0091414463792
211,48,1,"m",2020-05-01,2020,2021-04-07,2020,4,"Winter",0.276771820068359,0.267122314453125,23,7850.3934364416,23.0105126633365,3,6094.01334647642,3.8664084835894
212,47,1,"m",2020-05-01,2020,2021-03-30,2020,3,"Winter",0.291067901611328,0.190858978271484,20,7850.39343644177,20.0091414463791,14,7850.39343644165,14.0063990124656
213,38,1,"m",2020-05-01,2020,2021-01-25,2020,1,"Winter",0.338974761962891,0.262051483154297,19,7850.39343644155,19.0086843740607,18,7850.39343644168,18.0082273017414
214,47,1,"m",2020-05-01,2020,2021-03-26,2020,3,"Winter",0.548160095214844,0.161522323608398,22,7850.39343644156,22.0100555910176,12,7850.39343644163,12.0054848678277
215,44,1,"m",2020-05-01,2020,2021-03-10,2020,3,"Winter",0.259870910644531,0.259870910644531,17,7850.39343644166,17.0077702294225,17,7850.39343644166,17.0077702294225
216,42,1,"m",2020-05-01,2020,2021-02-24,2020,2,"Winter",0.250444717407227,0.292992553710938,4,7093.10245081333,4.42908117481027,3,7108.58587328104,3.31457554595851
217,43,1,"m",2020-05-01,2020,2021-02-27,2020,2,"Winter",0.440198120117188,0.448976593017578,17,7850.39343644151,17.0077702294228,18,7850.3934364415,18.0082273017418
218,49,1,"f",2020-05-01,2020,2021-04-11,2020,4,"Winter",0.234408676147461,0.185082901000977,7,7850.39343644178,7.00319950623269,4,7850.39343644171,4.00182828927586
219,49,1,"m",2020-05-01,2020,2021-04-12,2020,4,"Winter",0.548160095214844,0.143305725097656,22,7850.39343644156,22.0100555910176,9,7850.39343644158,9.00411365087083
220,50,1,"f",2020-05-01,2020,2021-04-16,2020,4,"Winter",0.276771820068359,0.442237274169922,23,7850.3934364416,23.0105126633365,22,7850.39343644158,22.0100555910176
221,35,0,"f",2020-05-01,2020,2021-01-01,2020,1,"Winter",0.185672256469727,0.190548919677734,14,7850.39343644168,14.0063990124655,14,7850.39343644147,14.0063990124659
222,64,0,"f",2020-05-01,2020,2021-07-29,2021,7,"Summer",0.271897552490234,0.225275054931641,8,7827.31300058453,8.02725699957363,6,7647.23499095466,6.16221285988808
223,29,0,"m",2020-05-01,2020,2020-11-22,2020,11,"Winter",0.282608154296875,0.287539367675781,4,7434.43539942961,4.22573132296075,4,7468.54011609199,4.20643473122786
224,99,0,"f",2020-05-01,2020,2022-03-27,2021,3,"Winter",0.448219970703125,0.453845733642578,20,7850.39343644164,20.0091414463795,22,7850.39343644164,22.0100555910174
225,95,0,"m",2020-05-01,2020,2022-03-03,2021,3,"Winter",0.448219970703125,0.340796295166016,20,7850.39343644164,20.0091414463795,0,7850.39343644141,0
226,47,0,"m",2020-05-01,2020,2021-03-29,2020,3,"Winter",0.448219970703125,0.452938079833984,20,7850.39343644164,20.0091414463795,20,7850.39343644146,20.0091414463799
227,94,0,"m",2020-05-01,2020,2022-02-24,2021,2,"Winter",0.533104431152344,0.305438049316406,22,7850.39343644154,22.0100555910177,13,7850.39343644153,13.0059419401468
228,80,0,"f",2020-05-01,2020,2021-11-15,2021,11,"Winter",0.2956064453125,0.191016464233398,9,7850.39343644151,9.0041136508709,0,4377.29094329151,0
229,74,0,"f",2020-05-01,2020,2021-10-07,2021,10,"Summer",0.2956064453125,0.309360198974609,9,7850.39343644151,9.0041136508709,9,7850.39343644171,9.00411365087068
230,42,0,"f",2020-05-01,2020,2021-02-19,2020,2,"Winter",0.277809753417969,0.206620727539062,3,5711.72739132083,4.12518723105144,3,6069.87546576074,3.88178390723712
231,52,0,"m",2020-05-01,2020,2021-05-06,2021,5,"Summer",0.448219970703125,0.456107788085937,20,7850.39343644164,20.0091414463795,20,7850.39343644151,20.0091414463798
232,27,1,"m",2020-05-01,2020,2020-11-11,2020,11,"Winter",0.276771820068359,0.274534698486328,23,7850.3934364416,23.0105126633365,23,7850.39343644156,23.0105126633366
233,75,0,"m",2020-05-01,2020,2021-10-10,2021,10,"Summer",0.282608154296875,0.182236068725586,4,7434.43539942961,4.22573132296075,1,7314.28402273975,1.07378679985038
234,48,0,"f",2020-05-01,2020,2021-04-05,2020,4,"Winter",0.291335083007813,0.172168075561523,19,7850.39343644163,19.0086843740605,11,7850.39343644175,11.0050277955086
235,101,0,"m",2020-05-01,2020,2022-04-09,2021,4,"Winter",0.338974761962891,0.340937225341797,19,7850.39343644155,19.0086843740607,20,7850.39343644158,20.0091414463796
236,154,0,"f",2019-05-01,2019,2022-04-18,2021,4,"Winter",0.448219970703125,0.405071929931641,20,7850.39343644164,20.0091414463795,20,7850.39343644167,20.0091414463794
237,152,0,"m",2019-05-01,2019,2022-04-04,2021,4,"Winter",0.250444717407227,0.191877960205078,4,7093.10245081333,4.42908117481027,3,5280.33792125066,4.46220398264639
238,97,0,"m",2020-05-01,2020,2022-03-13,2021,3,"Winter",0.380667633056641,0.345099060058594,16,7850.39343644153,16.0073131571038,4,5789.85048107654,5.42603416764859
239,103,0,"m",2020-05-01,2020,2022-04-26,2021,4,"Winter",0.276771820068359,0.186209197998047,23,7850.3934364416,23.0105126633365,12,7850.39343644169,12.0054848678276
240,102,0,"m",2020-05-01,2020,2022-04-17,2021,4,"Winter",0.277809753417969,0.229037490844727,3,5711.72739132083,4.12518723105144,4,6588.66026637909,4.7681812790088
241,49,0,"f",2020-05-01,2020,2021-04-14,2020,4,"Winter",0.291067901611328,0.310433349609375,20,7850.39343644177,20.0091414463791,17,7850.39343644161,17.0077702294226
242,94,0,"m",2020-05-01,2020,2022-02-22,2021,2,"Winter",0.234408676147461,0.249373886108398,7,7850.39343644178,7.00319950623269,7,7850.3934364415,7.00319950623293
243,51,0,"m",2020-05-01,2020,2021-04-26,2020,4,"Winter",0.169736907958984,0.198285232543945,1,7325.52396235753,1.07213923186006,1,7177.90823856349,1.09418808000063
244,24,1,"m",2020-05-01,2020,2020-10-21,2020,10,"Summer",0.215685821533203,0.203168579101562,1,7850.39343644167,1.00045707231897,1,7850.39343644176,1.00045707231896
245,97,0,"m",2020-05-01,2020,2022-03-15,2021,3,"Winter",0.0714540710449219,0.213448287963867,0,3532.55052472292,0,4,7397.39878354361,4.24688832590537
246,56,0,"m",2020-05-01,2020,2021-06-03,2021,6,"Summer",0.215685821533203,0.209535995483398,1,7850.39343644167,1.00045707231897,1,7850.39343644146,1.000457072319
247,53,0,"m",2020-05-01,2020,2021-05-13,2021,5,"Summer",0.215685821533203,0.201844985961914,1,7850.39343644167,1.00045707231897,1,7850.39343644165,1.00045707231897
248,73,0,"f",2020-05-01,2020,2021-09-30,2021,9,"Summer",0.215685821533203,0.216658996582031,1,7850.39343644167,1.00045707231897,1,7850.39343644166,1.00045707231897
249,46,0,"f",2020-05-01,2020,2021-03-22,2020,3,"Winter",0.215685821533203,0.20135530090332,1,7850.39343644167,1.00045707231897,1,7850.39343644164,1.00045707231897
250,99,0,"f",2020-05-01,2020,2022-03-30,2021,3,"Winter",0.215685821533203,0.164358337402344,1,7850.39343644167,1.00045707231897,1,7850.39343644156,1.00045707231898
251,50,0,"f",2020-05-01,2020,2021-04-18,2020,4,"Winter",0.215685821533203,0.201216278076172,1,7850.39343644167,1.00045707231897,1,7850.39343644151,1.00045707231899
252,45,0,"f",2019-05-01,2019,2020-03-13,2019,3,"Winter",0.277170989990234,0.253916275024414,2,7850.39343644151,2.00091414463798,2,7850.39343644167,2.00091414463794
253,56,0,"f",2019-05-01,2019,2020-06-01,2020,6,"Summer",0.277170989990234,0.367964965820313,2,7850.39343644151,2.00091414463798,6,6770.80839111431,6.95986167112483
254,113,0,"m",2019-05-01,2019,2021-07-01,2021,7,"Summer",0.277170989990234,0.108321014404297,2,7850.39343644151,2.00091414463798,1,7850.39343644146,1.000457072319
255,194,0,"f",2017-05-01,2017,2021-01-20,2020,1,"Winter",0.51522802734375,0.474588592529297,1,4173.46119875422,1.8818868224578,2,4030.4282416422,3.89734348962103
256,52,1,"m",2017-05-01,2017,2018-05-03,2018,5,"Summer",0.51522802734375,0.309094635009766,1,4173.46119875422,1.8818868224578,14,7850.39343644162,14.0063990124657
257,50,0,"m",2017-05-01,2017,2018-04-19,2017,4,"Winter",0.51522802734375,0.2265400390625,1,4173.46119875422,1.8818868224578,0,7850.39343644157,0
258,79,0,"f",2017-05-01,2017,2018-11-05,2018,11,"Winter",0.51522802734375,0.497307800292969,1,4173.46119875422,1.8818868224578,2,3987.28903564815,3.93950955837732
259,43,0,"m",2018-05-01,2018,2019-02-26,2018,2,"Winter",0.347026031494141,0.1636962890625,2,7850.39343644173,2.00091414463792,2,6015.62716083666,2.61119295594182
260,40,0,"m",2018-05-01,2018,2019-02-11,2018,2,"Winter",0.347026031494141,0.329120513916016,2,7850.39343644173,2.00091414463792,2,7850.39343644154,2.00091414463797
261,37,0,"f",2018-05-01,2018,2019-01-15,2018,1,"Winter",0.347026031494141,0.355273895263672,2,7850.39343644173,2.00091414463792,2,7850.39343644155,2.00091414463797
262,188,0,"m",2018-05-01,2018,2021-12-13,2021,12,"Winter",0.347026031494141,0.193842056274414,2,7850.39343644173,2.00091414463792,3,6685.81330273739,3.52417033426231
263,148,0,"f",2018-05-01,2018,2021-03-03,2020,3,"Winter",0.347026031494141,0.353694427490234,2,7850.39343644173,2.00091414463792,3,7850.3934364415,3.00137121695697
264,38,0,"m",2019-05-01,2019,2020-01-23,2019,1,"Winter",0.480854156494141,0.420670288085937,2,4019.79360814356,3.90765417312141,2,4033.96536595381,3.89392616022991
265,50,1,"f",2019-05-01,2019,2020-04-15,2019,4,"Winter",0.347026031494141,0.133680877685547,2,7850.39343644173,2.00091414463792,0,7850.39343644164,0
266,54,1,"f",2019-05-01,2019,2020-05-13,2020,5,"Summer",0.347026031494141,0.263173645019531,2,7850.39343644173,2.00091414463792,3,7323.61514425733,3.21725601875723
267,32,0,"m",2020-05-01,2020,2020-12-17,2020,12,"Winter",0.279877349853516,0.290971282958984,3,7267.07935417548,3.2422853465038,3,7321.59575486876,3.21814337895602
268,39,1,"f",2020-05-01,2020,2021-02-02,2020,2,"Winter",0.279877349853516,0.293208953857422,3,7267.07935417548,3.2422853465038,3,7460.40626002037,3.15826566016783
269,23,0,"f",2020-05-01,2020,2020-10-15,2020,10,"Summer",0.480854156494141,0.479880737304687,2,4019.79360814356,3.90765417312141,2,4078.63800159262,3.85127664230446
270,39,1,"m",2020-05-01,2020,2021-01-29,2020,1,"Winter",0.279877349853516,0.29186376953125,3,7267.07935417548,3.2422853465038,3,7372.62693286281,3.19586832705426
271,42,0,"f",2020-05-01,2020,2021-02-25,2020,2,"Winter",0.279877349853516,0.307804748535156,3,7267.07935417548,3.2422853465038,3,7481.76989463142,3.14924746868123
272,42,0,"m",2020-05-01,2020,2021-02-23,2020,2,"Winter",0.347026031494141,0.339964935302734,3,7850.39343644173,3.00137121695688,3,7850.3934364415,3.00137121695697
273,45,1,"m",2019-05-01,2019,2020-03-16,2019,3,"Winter",0.480854156494141,0.480854156494141,2,4019.79360814356,3.90765417312141,2,4019.79360814356,3.90765417312141
274,40,0,"m",2020-05-01,2020,2021-02-10,2020,2,"Winter",0.480854156494141,0.505715942382812,2,4019.79360814356,3.90765417312141,2,4263.39518203946,3.68437890395954
275,46,0,"m",2020-05-01,2020,2021-03-23,2020,3,"Winter",0.480854156494141,0.520429016113281,2,4019.79360814356,3.90765417312141,2,3877.99101037337,4.05054143393608
276,78,0,"m",2020-05-01,2020,2021-11-03,2021,11,"Winter",0.342522003173828,0.314482543945312,0,4666.3426184333,0,0,3256.64658108134,0
277,89,0,"m",2020-05-01,2020,2022-01-19,2021,1,"Winter",0.347026031494141,0.275764556884766,3,7850.39343644173,3.00137121695688,0,7850.39343644155,0
278,49,0,"f",2009-05-01,2009,2010-04-11,2009,4,"Winter",0.336645263671875,0.337537750244141,7,7283.84186159043,7.5479221655997,7,6896.42653150897,7.97193607249115
279,12,1,"f",2012-05-01,2012,2012-07-28,2012,7,"Summer",0.336645263671875,0.340938201904297,16,7283.84186159043,17.2523935213707,16,6842.08460543825,18.3662894264288
280,53,1,"m",2011-05-01,2011,2012-05-08,2012,5,"Summer",0.4084814453125,0.398562927246094,5,7850.39343644145,5.00228536159498,6,7850.39343644151,6.00274243391393
281,21,0,"f",2012-05-01,2012,2012-09-28,2012,9,"Summer",0.29081005859375,0.281937347412109,11,7746.12749326234,11.153159827135,12,7844.97114337041,12.0137828279127
282,42,1,"m",2011-05-01,2011,2012-02-20,2011,2,"Winter",0.30833056640625,0.30833056640625,4,7850.39343644151,4.00182828927596,4,7850.39343644151,4.00182828927596
283,315,0,"f",2009-05-01,2009,2015-05-20,2015,5,"Summer",0.336645263671875,0.412664764404297,7,7283.84186159043,7.5479221655997,13,7850.3934364415,13.0059419401469
284,145,0,"m",2012-05-01,2012,2015-02-11,2014,2,"Winter",0.354071502685547,0.383779907226563,6,7850.39343644164,6.00274243391384,16,7850.39343644173,16.0073131571034
285,40,1,"f",2012-05-01,2012,2013-02-05,2012,2,"Winter",0.29081005859375,0.343378601074219,11,7746.12749326234,11.153159827135,12,7850.39343644163,12.0054848678277
286,18,0,"m",2012-05-01,2012,2012-09-09,2012,9,"Summer",0.29081005859375,0.240586120605469,11,7746.12749326234,11.153159827135,12,7537.27142179222,12.5042305542028
287,21,0,"m",2012-05-01,2012,2012-09-28,2012,9,"Summer",0.29081005859375,0.280244873046875,11,7746.12749326234,11.153159827135,12,7845.34410552844,12.0132117011005
288,61,1,"m",2011-05-01,2011,2012-07-05,2012,7,"Summer",0.4084814453125,0.352351470947266,5,7850.39343644145,5.00228536159498,6,7850.39343644158,6.00274243391388
289,52,1,"f",2010-05-01,2010,2011-05-06,2011,5,"Summer",0.317247589111328,0.317247589111328,11,5866.72298876007,14.7260741881352,12,5866.72298876007,16.0648082052384
290,30,1,"m",2011-05-01,2011,2011-11-29,2011,11,"Winter",0.475745300292969,0.490208343505859,7,6666.39828349855,8.24701271958339,6,5660.82540208592,8.32456160659584
291,412,1,"m",2012-05-01,2012,2020-03-25,2019,3,"Winter",0.336645263671875,0.464932983398438,16,7283.84186159043,17.2523935213707,16,7850.39343644147,16.0073131571039
292,151,0,"m",2011-05-01,2011,2014-03-25,2013,3,"Winter",0.4084814453125,0.415446258544922,5,7850.39343644145,5.00228536159498,4,7850.39343644161,4.0018282892759
293,38,0,"f",2012-05-01,2012,2013-01-23,2012,1,"Winter",0.336645263671875,0.35549609375,16,7283.84186159043,17.2523935213707,16,6963.38853628856,18.0463441740635
294,41,0,"m",2013-05-01,2013,2014-02-18,2013,2,"Winter",0.475745300292969,0.482055786132813,12,6666.39828349855,14.1377360907144,9,5166.57637345535,13.6813683949273
295,249,0,"m",2011-05-01,2011,2016-02-10,2015,2,"Winter",0.491219390869141,0.375880218505859,6,6065.23879261185,7.76950280362401,20,4913.36100761236,31.9698944238218
296,78,1,"f",2012-05-01,2012,2013-11-02,2013,11,"Winter",0.354071502685547,0.373852447509766,6,7850.39343644164,6.00274243391384,7,7850.39343644143,7.003199506233
297,27,1,"m",2013-05-01,2013,2013-11-10,2013,11,"Winter",0.322167572021484,0.340956268310547,18,7717.34502993921,18.318692356386,21,7223.70038402545,22.8322889302275
298,39,1,"f",2013-05-01,2013,2014-02-04,2013,2,"Winter",0.475745300292969,0.399954162597656,12,6666.39828349855,14.1377360907144,12,5364.61587933425,17.5684115559435
299,38,0,"m",2013-05-01,2013,2014-01-25,2013,1,"Winter",0.475745300292969,0.487862915039062,12,6666.39828349855,14.1377360907144,11,6324.32890311994,13.6605479090594
300,194,0,"f",2013-05-01,2013,2017-01-19,2016,1,"Winter",0.322167572021484,0.398415313720703,18,7717.34502993921,18.318692356386,24,7850.3934364416,24.0109697356555
301,39,0,"m",2013-05-01,2013,2014-01-29,2013,1,"Winter",0.322167572021484,0.350041595458984,18,7717.34502993921,18.318692356386,18,7595.67804541129,18.6121197563062
302,103,1,"m",2012-05-01,2012,2014-04-22,2013,4,"Winter",0.353675598144531,0.353675598144531,0,7128.90001208577,0,0,7128.90001208577,0
303,48,1,"m",2013-05-01,2013,2014-04-04,2013,4,"Winter",0.475745300292969,0.320142883300781,12,6666.39828349855,14.1377360907144,2,7666.73161316308,2.04884741771576
304,101,0,"f",2012-05-01,2012,2014-04-10,2013,4,"Winter",0.336645263671875,0.372412048339844,16,7283.84186159043,17.2523935213707,7,7850.39343644154,7.0031995062329
305,22,1,"f",2014-05-01,2014,2014-10-04,2014,10,"Summer",0.4084814453125,0.392868835449219,9,7850.39343644145,9.00411365087097,9,7850.39343644149,9.00411365087092
306,34,1,"f",2014-05-01,2014,2014-12-28,2014,12,"Winter",0.281550262451172,0.284861633300781,14,7850.39343644165,14.0063990124656,13,7850.39343644158,13.0059419401467
307,40,1,"m",2016-05-01,2016,2017-02-07,2016,2,"Winter",0.311334320068359,0.353965972900391,17,7704.89677024501,17.3289392134608,15,7785.82110554082,15.1313166476144
308,97,1,"f",2014-05-01,2014,2016-03-11,2015,3,"Winter",0.4084814453125,0.203673858642578,9,7850.39343644145,9.00411365087097,0,7850.3934364416,0
309,49,1,"f",2014-05-01,2014,2015-04-09,2014,4,"Winter",0.355860870361328,0.223965225219727,19,7850.39343644164,19.0086843740605,8,7850.39343644147,8.00365657855195
310,23,1,"f",2015-05-01,2015,2015-10-10,2015,10,"Summer",0.475745300292969,0.340442779541016,22,6666.39828349855,25.9191828329764,19,7262.00263313613,20.5488291018522
311,25,1,"f",2015-05-01,2015,2015-10-26,2015,10,"Summer",0.281550262451172,0.262956237792969,20,7850.39343644165,20.0091414463794,21,7850.39343644153,21.0095985186987
