"TerrID","FemID","MaleID","Repro","Npups","hs_8km","nterr_50km","area_buffer50km","densTerr_50km","Delta_bfem","sYear","nyears"
114,151,136,1,2,0.23233317565918,22,7850.39343644157,22.0100555910176,3,2018,3
28,29,NA,1,4,0.147256286621094,8,7850.39343644151,8.00365657855192,1,2018,1
102,30,157,1,8,0.466968109130859,20,3670.60693362005,42.7939127016723,1,2018,1
100,102,205,0,0,0.325929229736328,18,3238.98732888195,43.646873252925,2,2018,2
95,104,189,1,1,0.472484466552734,32,5936.81891376374,42.3336833981096,1,2018,1
75,52,154,1,5,0.392943603515625,28,7806.98383452018,28.1685591276495,1,2018,1
115,193,NA,1,1,0.368105560302734,30,6573.54471830433,35.8435911089403,1,2018,1
69,34,216,1,1,0.425971282958984,4,7620.54988550115,4.12252750889668,1,2018,1
70,119,159,1,3,0.423750091552734,8,7850.39343644135,8.00365657855207,3,2018,3
148,95,106,1,5,0.618712768554687,1,4581.11515059392,1.71442571858432,5,2018,5
119,18,180,1,5,0.390100189208984,5,7850.39343644162,5.00228536159488,2,2018,2
47,164,175,1,7,0.271897552490234,4,7827.31300058456,4.0136284997868,1,2018,1
34,153,37,1,8,0.440198120117188,9,7850.3934364416,9.0041136508708,2,2018,2
92,108,167,1,6,0.33379345703125,1,5972.53504263935,1.3150164173007,1,2018,1
43,162,197,1,4,0.233868179321289,2,7416.22355455801,2.11805417573946,1,2018,1
33,118,202,1,3,0.316626159667969,15,7850.39343644142,15.006856084785,2,2018,2
29,199,NA,1,5,0.348017395019531,10,7850.39343644157,10.0045707231898,2,2018,2
48,125,146,1,5,0.448572784423828,10,7850.3934364417,10.0045707231897,3,2018,3
111,157,191,1,3,0.411348052978516,13,7850.39343644161,13.0059419401467,1,2018,3
38,93,147,1,6,0.552638610839844,14,7850.39343644147,14.0063990124659,3,2018,3
122,171,179,1,3,0.349135620117188,10,7850.39343644158,10.0045707231898,1,2018,1
45,38,102,1,5,0.497890197753906,9,7850.39343644149,9.00411365087092,3,2018,6
160,62,129,1,6,0.425944061279297,14,7850.39343644147,14.0063990124659,4,2018,4
159,135,150,1,7,0.433415924072266,11,7850.39343644157,11.0050277955088,1,2018,1
158,168,190,1,4,0.276771820068359,15,7850.39343644158,15.0068560847847,1,2018,1
150,165,143,1,2,0.291334899902344,14,7850.39343644163,14.0063990124656,1,2018,3
130,128,123,1,4,0.400232055664063,14,7850.39343644164,14.0063990124656,3,2018,3
5,187,200,1,3,0.384158111572266,7,7850.39343644168,7.00319950623277,1,2018,1
153,152,206,0,0,0.424769195556641,14,7850.39343644157,14.0063990124657,2,2018,2
140,158,212,1,1,0.313552551269531,11,7850.39343644158,11.0050277955088,1,2018,1
97,170,116,0,0,0.456297668457031,14,7850.39343644155,14.0063990124658,1,2018,7
32,179,204,1,1,0.488550140380859,15,7850.39343644164,15.0068560847846,1,2018,1
139,51,214,1,7,0.357531555175781,14,7850.39343644163,14.0063990124656,1,2018,1
3,26,148,1,6,0.483656829833984,17,7850.39343644155,17.0077702294227,1,2018,9
46,111,69,1,6,0.420039184570312,25,7850.39343644152,25.0114268079747,6,2018,6
94,136,125,1,4,0.288020812988281,13,7850.39343644149,13.0059419401469,4,2018,4
64,89,108,1,6,0.475005645751953,17,7850.3934364416,17.0077702294226,5,2018,5
112,37,170,1,5,0.349182342529297,15,7850.39343644141,15.006856084785,1,2018,3
110,106,135,1,6,0.360781951904297,17,7850.39343644153,17.0077702294228,3,2018,3
20,129,162,1,2,0.382474822998047,20,7850.39343644156,20.0091414463797,2,2018,4
59,109,185,1,1,0.531845275878906,8,7850.39343644178,8.00365657855164,3,2018,3
53,154,166,NA,0,0.3980712890625,2,7829.18157492412,2.00633528774701,2,2018,2
138,155,168,0,0,0.464229827880859,1,3651.75758181792,2.15074014580799,2,2018,2
77,9,21,0,0,0.244014785766602,26,7608.0878272601,26.840321394775,1,2018,1
156,150,164,NA,0,0.280463531494141,11,7850.39343644159,11.0050277955088,2,2018,2
19,110,103,0,0,0.509274658203125,9,7850.39343644164,9.00411365087075,6,2018,5
10,65,NA,1,4,0.327876831054688,7,7202.31121622323,7.63336515006232,1,2019,1
151,174,NA,1,3,0.215254287719727,33,6777.16384444308,38.2433418861008,1,2019,2
165,19,91,1,7,0.403861724853516,28,4755.53983821735,46.2432222697394,4,2019,10
144,143,173,1,6,0.381570159912109,28,5401.98869506536,40.7093568989086,5,2019,5
2,172,149,1,0,0.340873565673828,37,7543.29406261079,38.5239284117843,1,2019,2
66,100,25,1,2,0.336128112792969,33,5807.37164275444,44.6297240584775,5,2019,5
132,131,133,0,0,0.292225952148437,33,7805.72342437957,33.204019644311,4,2019,5
155,173,18,1,3,0.339352355957031,39,7024.02516938731,43.608226955104,2,2019,6
63,59,71,1,3,0.344468231201172,37,7842.16169831854,37.0557674830096,1,2019,4
9,141,49,1,1,0.373366607666016,22,4907.58435980368,35.2082783054494,2,2019,6
12,17,50,1,2,0.419763275146484,25,7850.39343644157,25.0114268079746,1,2019,3
30,127,163,1,1,0.329185943603516,23,7850.39343644179,23.0105126633359,4,2019,4
42,63,82,0,0,0.452894348144531,9,7850.39343644162,9.00411365087077,2,2019,2
54,159,84,1,3,0.515654357910156,6,7548.00336808475,6.24322585799325,2,2019,2
79,178,64,1,4,0.62811962890625,9,7850.39343644168,9.00411365087071,4,2019,4
84,113,176,1,4,0.476681365966797,25,6657.56944473297,29.4926763407178,5,2019,9
86,114,NA,1,6,0.406708648681641,28,7850.39343644163,28.0127980249313,3,2019,3
88,140,161,1,5,0.426107360839844,25,7850.39343644156,25.0114268079746,2,2019,2
113,185,20,1,7,0.338895812988281,27,7850.39343644142,27.012340952613,2,2019,2
116,148,83,1,9,0.347092376708984,11,4255.64751181487,20.3009759933984,2,2019,2
133,142,153,0,0,0.311334320068359,26,7704.89677024501,26.5030835029401,4,2019,4
136,137,177,1,1,0.373185241699219,21,7850.39343644172,21.0095985186982,2,2019,2
146,189,23,1,4,0.332828796386719,24,7850.39343644152,24.0109697356557,1,2019,2
149,166,172,1,4,0.366536987304687,1,7850.39343644145,1.000457072319,2,2019,2
138,155,168,1,1,0.51154052734375,2,3481.37286656567,4.51200255474061,3,2019,3
124,27,67,1,1,0.480854156494141,2,4019.79360814356,3.90765417312141,1,2019,1
36,57,215,1,5,0.198657897949219,33,7340.70274686335,35.3074362031489,1,2019,1
7,40,62,1,4,0.438987701416016,18,7850.39343644141,18.008227301742,1,2019,2
15,138,120,0,0,0.380696472167969,25,4437.10079897008,44.2517647773379,2,2019,2
23,163,22,1,4,0.364610076904297,16,7850.39343644153,16.0073131571038,3,2019,3
31,196,169,1,4,0.113870697021484,19,6816.29358268634,21.8924917530774,1,2019,1
24,32,137,1,4,0.406121154785156,29,5663.05330675072,40.2195520769245,8,2019,11
25,14,195,1,3,0.534849182128906,22,3889.93857972364,44.4191064733249,9,2019,14
28,29,NA,0,0,0.144247619628906,9,7850.39343644159,9.00411365087081,2,2019,2
55,144,42,1,4,0.290435424804687,18,3074.49092781352,45.9821390697938,2,2019,2
72,145,182,1,9,0.327200836181641,36,7077.26503726194,39.9509326462175,3,2019,3
89,121,188,1,4,0.174543029785156,24,6466.66271669284,29.1488156215123,2,2019,2
95,104,189,1,2,0.499207336425781,34,5976.81710070319,44.6785255522902,2,2019,2
100,102,205,1,2,0.324078491210938,19,3250.03876021332,45.9150373442687,3,2019,3
102,30,157,1,4,0.426808837890625,22,3735.05952084045,46.2610019956412,2,2019,2
104,123,117,1,5,0.336740112304687,36,6504.42435833485,43.4693868736856,4,2019,4
106,12,186,1,2,0.509446197509766,29,5214.28973555347,43.6810148527514,8,2019,15
93,133,27,1,3,0.476412872314453,34,6303.25100546932,42.3647059784588,3,2019,12
123,28,NA,1,3,0.223330368041992,31,7260.27985018349,33.5349925453708,6,2019,6
81,67,187,1,3,0.229498123168945,26,7563.35077913314,26.9990812863952,1,2019,3
65,117,207,1,3,0.231055267333984,23,5538.81675371212,32.6137486784243,1,2019,3
75,52,154,1,4,0.385765197753906,32,7797.91410296079,32.2300821692505,2,2019,2
74,120,138,1,1,0.333525756835937,24,4807.04061794497,39.2123916140259,3,2019,5
26,177,43,1,5,0.558691589355469,25,4141.72716830123,47.4076473100705,1,2019,1
101,33,193,1,3,0.299187683105469,36,7681.35206686094,36.8090586607661,1,2019,1
115,193,44,1,3,0.375417938232422,32,6438.92139134798,39.0325330924049,2,2019,2
21,139,192,0,0,0.186861297607422,27,5145.50206816884,41.2122085090867,3,2019,4
49,16,94,0,0,0.321084259033203,20,7850.3934364416,20.0091414463796,1,2019,5
114,151,NA,1,2,0.228959854125977,26,7850.3934364414,26.0118838802941,4,2019,4
52,48,81,1,4,0.361111236572266,8,7850.39343644172,8.0036565785517,1,2019,1
67,192,78,1,3,0.431781799316406,8,7850.39343644154,8.00365657855188,1,2019,1
98,160,79,1,6,0.556211547851562,7,7850.39343644152,7.00319950623292,1,2019,1
145,182,130,1,4,0.481666534423828,2,5446.73211053675,2.88392433282367,1,2019,1
119,18,180,1,6,0.390100189208984,9,7850.39343644162,9.00411365087078,3,2019,3
69,34,216,1,4,0.381393035888672,5,7586.41954418139,5.17634279796607,2,2019,2
44,184,213,1,3,0.291067901611328,14,7850.39343644179,14.0063990124654,1,2019,1
128,58,47,1,0,0.274662933349609,10,7850.39343644154,10.0045707231899,1,2019,1
5,187,200,1,3,0.384158111572266,10,7850.39343644168,10.0045707231897,2,2019,2
13,183,196,1,3,0.544904418945312,14,7850.39343644171,14.0063990124655,1,2019,7
34,153,37,1,7,0.4848798828125,6,7850.39343644164,6.00274243391384,3,2019,3
38,93,147,1,5,0.552638610839844,14,7850.39343644147,14.0063990124659,4,2019,4
45,38,102,1,8,0.497890197753906,11,7850.39343644149,11.0050277955089,4,2019,7
47,164,175,1,4,0.271897552490234,5,7827.31300058456,5.0170356247335,2,2019,2
48,125,146,1,7,0.448572784423828,11,7850.3934364417,11.0050277955086,4,2019,4
29,199,109,1,2,0.348017395019531,11,7850.39343644157,11.0050277955088,3,2019,3
92,108,167,1,8,0.33379345703125,3,5972.53504263935,3.9450492519021,2,2019,2
97,170,NA,1,6,0.456297668457031,14,7850.39343644155,14.0063990124658,2,2019,8
111,156,191,1,7,0.411348052978516,11,7850.39343644161,11.0050277955087,1,2019,4
122,171,179,1,7,0.349135620117188,7,7850.39343644158,7.00319950623287,2,2019,2
130,128,123,1,1,0.461791168212891,13,7850.39343644181,13.0059419401464,4,2019,4
150,165,143,1,1,0.291334899902344,13,7850.39343644163,13.0059419401467,2,2019,4
160,62,203,1,4,0.425944061279297,14,7850.39343644147,14.0063990124659,5,2019,5
158,168,NA,1,3,0.276771820068359,15,7850.39343644158,15.0068560847847,2,2019,2
62,176,30,1,2,0.250444717407227,3,7093.1024508133,3.32181088110772,1,2019,1
11,116,NA,0,0,0.264447479248047,3,7850.39343644166,3.00137121695691,3,2019,2
43,162,56,0,0,0.233868179321289,3,7416.22355455801,3.1770812636092,2,2019,2
33,118,19,1,4,0.316626159667969,16,7850.39343644142,16.007313157104,3,2019,3
39,191,34,1,5,0.277170989990234,1,7850.39343644151,1.00045707231899,1,2019,1
61,72,181,1,4,0.405852264404297,12,7850.39343644158,12.0054848678278,1,2019,1
4,23,210,1,1,0.351490417480469,9,7850.39343644154,9.00411365087087,1,2019,1
20,42,90,1,2,0.33121826171875,22,7850.39343644161,22.0100555910175,1,2019,5
46,111,69,1,7,0.420039184570312,30,7850.39343644152,30.0137121695697,7,2019,7
64,89,108,1,4,0.475005645751953,21,7850.3934364416,21.0095985186985,6,2019,6
94,136,125,1,4,0.288020812988281,15,7850.39343644149,15.0068560847849,5,2019,5
110,106,135,1,4,0.360781951904297,18,7850.39343644153,18.0082273017418,4,2019,4
112,37,170,1,4,0.350847381591797,20,7850.39343644134,20.0091414463802,2,2019,4
139,51,214,1,2,0.357531555175781,16,7850.39343644163,16.0073131571036,2,2019,2
142,197,38,1,3,0.381627838134766,15,7850.39343644144,15.006856084785,1,2019,1
164,39,199,1,4,0.500648620605469,8,7850.39343644153,8.00365657855189,1,2019,5
157,169,31,NA,0,0.282608154296875,4,7434.43539942959,4.22573132296076,1,2019,1
156,150,164,NA,0,0.280463531494141,12,7850.39343644159,12.0054848678278,3,2019,3
19,110,103,0,0,0.509274658203125,12,7850.39343644164,12.0054848678277,7,2019,6
144,201,173,1,9,0.381570159912109,31,5401.98869506536,45.071073709506,1,2020,6
66,100,70,1,3,0.336128112792969,34,5807.37164275444,45.9821399390374,6,2020,6
165,19,91,1,4,0.403861724853516,28,4755.53983821735,46.2432222697394,5,2020,11
141,140,NA,1,2,0.407827453613281,22,7792.16244323902,22.174537197612,6,2020,4
132,131,133,1,2,0.292225952148437,37,7805.72342437957,37.2287492981669,5,2020,6
30,127,NA,1,2,0.329185943603516,19,7850.39343644179,19.0086843740601,5,2020,5
63,59,71,1,3,0.294808258056641,38,7850.39343644166,38.0173687481209,2,2020,5
42,63,82,1,6,0.452894348144531,12,7850.39343644162,12.0054848678277,3,2020,3
54,159,84,1,5,0.515654357910156,7,7548.00336808475,7.28376350099213,3,2020,3
146,189,23,1,3,0.332828796386719,24,7850.39343644152,24.0109697356557,2,2020,3
155,173,18,1,2,0.339352355957031,39,7024.02516938731,43.608226955104,3,2020,7
116,148,83,1,6,0.347092376708984,13,4255.64751181487,23.9920625376526,3,2020,3
10,65,NA,1,2,0.318209625244141,7,7357.50914906798,7.47234836191617,2,2020,2
17,124,88,1,3,0.268664581298828,35,6631.040382371,41.4549363807097,1,2020,1
56,132,NA,0,0,0.291750518798828,40,7850.29391960971,40.0187901976794,4,2020,3
9,141,49,1,2,0.373366607666016,26,4907.58435980368,41.6097834518948,3,2020,7
133,142,153,1,1,0.311334320068359,27,7704.89677024501,27.5224328684377,5,2020,5
149,49,172,1,4,0.356012145996094,2,7850.39343644147,2.00091414463799,1,2020,3
87,21,51,1,5,0.286102874755859,2,7292.80950527391,2.15389737749073,1,2020,1
138,155,168,1,0,0.533246887207031,2,3575.92121254548,4.39270395914775,4,2020,4
124,186,67,1,3,0.480854156494141,2,4019.79360814356,3.90765417312141,1,2020,2
114,151,52,1,3,0.23233317565918,28,7850.39343644157,28.0127980249315,5,2020,5
106,167,178,1,3,0.513772766113281,31,5165.74931845486,47.1322581959968,1,2020,16
104,123,117,1,6,0.333861999511719,38,6555.44593547371,45.5272311035334,5,2020,5
73,73,156,1,8,0.291894195556641,42,7527.39714282957,43.8222166796596,4,2020,3
24,32,137,1,7,0.406373565673828,32,5665.43228868956,44.361559626956,9,2020,12
27,14,93,1,2,0.420263732910156,24,4086.57019836545,46.1256139172116,1,2020,1
65,60,207,1,1,0.248518951416016,24,5702.26238535343,33.05627599662,1,2020,4
78,181,72,1,5,0.283208587646484,23,4052.24193585236,44.578181767278,1,2020,4
7,40,104,1,4,0.43013671875,17,7850.39343644164,17.0077702294225,2,2020,3
115,193,44,1,6,0.328494049072266,33,6707.61030173171,38.6399003910894,3,2020,3
101,33,193,1,2,0.305178161621094,39,7711.79822904064,39.719047961024,2,2020,2
26,177,195,1,5,0.561881958007812,24,3816.36198206125,49.3914256827335,2,2020,2
75,52,154,1,1,0.389471954345703,35,7799.11980016644,35.2462026783126,3,2020,3
95,66,189,1,3,0.498059509277344,35,5984.81497133834,45.9311371371662,1,2020,3
89,121,17,1,4,0.165373931884766,23,6450.8274015752,28.0028539497589,3,2020,3
55,144,42,1,2,0.281092681884766,16,3361.81281383905,37.3797451262877,3,2020,3
31,196,98,1,7,0.126352516174316,20,6873.77699300369,22.8520117599639,2,2020,2
36,69,21,1,1,0.16007275390625,31,6940.74074787774,35.0788827154588,1,2020,2
100,102,205,1,1,0.342209625244141,19,3400.89370833961,43.878363701749,4,2020,4
154,175,33,1,2,0.329907928466797,31,5268.48922530083,46.2131400941238,1,2020,1
23,188,22,0,0,0.296751556396484,13,7850.39343644147,13.0059419401469,1,2020,4
81,67,187,1,2,0.277444244384766,26,7712.23542616913,26.4778642247401,2,2020,4
28,29,55,1,3,0.134318695068359,9,7850.39343644167,9.00411365087072,3,2020,3
49,16,94,0,0,0.305049072265625,21,7850.39343644156,21.0095985186986,2,2020,6
60,78,53,1,3,0.24295915222168,32,7541.68619664928,33.3250954407048,1,2020,1
72,31,182,1,3,0.292929992675781,37,7203.8474167073,40.3391831680245,1,2020,4
58,87,87,1,2,0.327557434082031,33,5566.49635652915,46.5609563576117,1,2020,1
123,28,215,1,2,0.238564666748047,34,7371.47332447322,36.2255093114937,7,2020,7
35,71,NA,1,4,0.315939239501953,6,7714.85694294044,6.10820008100968,1,2020,1
16,20,NA,1,7,0.357471832275391,3,5972.69772866125,3.94494179554014,1,2020,1
98,160,79,1,6,0.556211547851562,12,7850.39343644152,12.0054848678279,2,2020,2
85,161,159,1,2,0.465963134765625,11,7850.39343644164,11.0050277955087,1,2020,5
147,95,NA,1,1,0.618712768554687,4,4581.11515059392,6.85770287433727,1,2020,1
67,192,78,1,2,0.431781799316406,10,7850.39343644154,10.0045707231899,2,2020,2
108,75,NA,1,3,0.394196685791016,8,7850.39343644153,8.0036565785519,1,2020,3
145,182,130,1,2,0.481666534423828,4,5446.73211053675,5.76784866564734,2,2020,2
52,48,81,1,7,0.379386169433594,13,7850.39343644147,13.0059419401469,2,2020,2
162,43,NA,1,7,0.451547515869141,10,7850.39343644166,10.0045707231897,1,2020,1
80,50,59,1,5,0.338974761962891,19,7850.39343644151,19.0086843740608,1,2020,1
121,77,54,1,1,0.380667633056641,16,7850.39343644146,16.0073131571039,1,2020,1
38,93,147,1,9,0.569744567871094,21,7850.39343644169,21.0095985186983,5,2020,5
97,170,36,1,7,0.456297668457031,20,7850.39343644155,20.0091414463797,3,2020,9
13,183,196,1,5,0.544904418945312,22,7850.39343644171,22.0100555910172,2,2020,8
47,164,175,1,4,0.271897552490234,6,7827.31300058456,6.02044274968021,3,2020,3
43,162,56,1,7,0.23386784362793,4,7416.21465509182,4.23611343481387,3,2020,3
18,56,211,1,8,0.185672256469727,14,7850.39343644166,14.0063990124656,1,2020,1
45,38,NA,1,8,0.476465118408203,14,7850.39343644149,14.0063990124659,5,2020,8
48,125,NA,1,2,0.448572784423828,16,7850.3934364417,16.0073131571034,5,2020,5
11,116,58,1,5,0.264447479248047,5,7850.39343644166,5.00228536159485,4,2020,3
150,165,112,1,3,0.291334899902344,18,7850.39343644163,18.0082273017415,3,2020,5
33,118,29,1,5,0.316626159667969,21,7850.39343644142,21.009598518699,4,2020,4
118,74,65,1,5,0.295595489501953,7,7850.39343644157,7.00319950623287,1,2020,2
122,171,179,1,6,0.349140502929688,13,7850.39343644158,13.0059419401468,3,2020,3
29,199,109,1,4,0.348017395019531,14,7850.39343644157,14.0063990124657,4,2020,4
62,200,30,1,3,0.24675048828125,6,7552.50093672737,6.23950797207931,1,2020,2
107,190,89,1,7,0.277809753417969,3,5711.72739132083,4.12518723105144,1,2020,1
158,168,73,1,6,0.276771820068359,23,7850.39343644158,23.0105126633365,3,2020,3
157,169,31,1,8,0.285937286376953,4,7622.3082447999,4.12157649978674,2,2020,2
92,108,NA,1,3,0.33379345703125,4,5972.53504263935,5.2600656692028,3,2020,3
44,184,213,1,3,0.291067901611328,19,7850.39343644179,19.0086843740601,2,2020,2
34,153,37,1,7,0.4848798828125,13,7850.39343644164,13.0059419401467,4,2020,4
134,194,57,1,4,0.3406435546875,20,7850.39343644142,20.00914144638,1,2020,1
153,79,206,1,0,0.424769195556641,21,7850.39343644157,21.0095985186986,1,2020,3
5,187,200,1,3,0.384158111572266,13,7850.39343644168,13.0059419401466,3,2020,3
128,58,48,1,2,0.274662933349609,12,7850.39343644154,12.0054848678278,2,2020,2
83,55,34,1,7,0.215685821533203,1,7850.39343644176,1.00045707231896,1,2020,1
129,195,76,1,1,0.169736907958984,1,7325.52396235739,1.07213923186008,1,2020,1
61,90,63,1,3,0.400050415039063,14,7850.39343644161,14.0063990124657,1,2020,2
164,39,199,1,3,0.5072197265625,14,7850.39343644133,14.0063990124662,2,2020,6
59,109,24,1,6,0.545963989257813,13,7850.39343644151,13.0059419401469,5,2020,4
142,197,38,1,4,0.389935424804688,16,7850.39343644149,16.0073131571039,2,2020,2
94,136,125,1,5,0.267929046630859,18,7850.39343644163,18.0082273017415,6,2020,6
161,22,107,1,4,0.350403900146484,24,7850.39343644155,24.0109697356556,1,2020,2
46,111,69,1,5,0.417244934082031,27,7850.39343644158,27.0123409526125,8,2020,8
50,88,NA,1,5,0.290044586181641,24,7850.39343644149,24.0109697356558,1,2020,2
110,106,77,1,6,0.361479797363281,19,7850.39343644141,19.008684374061,5,2020,5
91,83,60,1,3,0.30584228515625,15,7850.39343644152,15.0068560847848,1,2020,1
4,23,86,1,1,0.352332275390625,14,7850.39343644156,14.0063990124658,2,2020,2
40,85,NA,1,0,0.365269866943359,10,7850.39343644168,10.0045707231897,1,2020,1
19,110,NA,1,5,0.501818084716797,15,7850.39343644167,15.0068560847845,8,2020,7
64,89,66,1,4,0.480844268798828,22,7850.39343644144,22.0100555910179,7,2020,7
20,25,90,1,3,0.364529052734375,23,7850.39343644136,23.0105126633372,1,2020,6
163,24,NA,1,1,0.326278106689453,21,7850.39343644164,21.0095985186984,1,2020,1
152,35,NA,1,2,0.19660758972168,17,7850.3934364416,17.0077702294226,1,2020,1
109,99,41,1,5,0.288900939941406,1,7850.39343644139,1.000457072319,1,2020,1
156,150,164,0,0,0.280463531494141,16,7850.39343644159,16.0073131571037,4,2020,4
